order_id;order_item_id;product_id;seller_id;shipping_limit_date;price;freight_value;customer_id;order_status;order_purchase_date;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm;date;day_of_week_name;day_of_week;cos_dow;sin_dow;day_of_year;cos_doy;sin_doy;week_of_year_name;week_of_year;cos_woy;sin_woy;is_weekend;is_month_start;is_month_end;is_national_holiday;is_black_friday
001427c0ec99cf8af737bd88e92fd444;1;28b4eced95a52d9c437a4caf9d311b95;77530e9772f57a62c906e1c21538ab82;2018-04-12 19:08:28;59,9;23,35;eab9c552374be06ed15923016dc9e588;delivered;2018-04-07;2018-04-07 18:51:22;2018-04-07 19:08:28;2018-04-09 23:29:32;2018-04-25 23:38:41;2018-05-10;furniture_decor;60,0;1953,0;1,0;750,0;69,0;11,0;11,0;2018-04-07;Saturday;6;-0,2225209339563146;-0,9749279121818236;97;-0,09768276782171598;0,9952176027737294;2018-04-02;14;-0,11482201413160008;0,9933860805702698;1;0;0;0;0
0015ebb40fb17286bea51d4607c4733c;1;50fd2b788dc166edd20512370dac54df;8b321bb669392f5163d04c59e235e066;2018-01-18 09:11:24;21,9;15,1;da43a556bf5c36a1104c473cff77de6c;delivered;2018-01-14;2018-01-14 09:01:36;2018-01-14 09:11:24;2018-01-17 22:56:36;2018-02-01 20:29:51;2018-02-15;electronics;46,0;2285,0;1,0;150,0;30,0;10,0;20,0;2018-01-14;Sunday;7;0,6234898018587334;-0,7818314824680299;14;0,9711394088771653;0,23851257519407648;2018-01-08;2;0,9711382293354899;0,23851737782209795;1;0;0;0;0
001862358bf858722e1e2ae000cfed8b;1;c6dd917a0be2a704582055949915ab32;7a67c85e85bb2ce8582c35f2203ad736;2018-02-13 19:10:37;99,99;13,72;2cf869dd40c98f29686f636d83545cce;delivered;2018-02-06;2018-02-06 19:11:57;2018-02-07 19:10:37;2018-02-08 17:44:13;2018-02-15 22:57:01;2018-03-02;cool_stuff;54,0;1012,0;1,0;1200,0;42,0;25,0;15,0;2018-02-06;Tuesday;2;0,6234898018587336;0,7818314824680298;37;0,804187157621448;0,5943761565849831;2018-02-05;6;0,7501439180617594;0,6612746042265288;0;0;0;0;0
0019c29108428acffd089c36103c9440;1;28b4eced95a52d9c437a4caf9d311b95;77530e9772f57a62c906e1c21538ab82;2018-03-12 06:50:26;59,9;19,95;5f6bbac628ae418db4e0f92932f899c1;delivered;2018-03-06;2018-03-06 06:40:28;2018-03-06 06:50:26;2018-03-07 01:20:05;2018-03-16 22:34:53;2018-04-11;furniture_decor;60,0;1953,0;1,0;750,0;69,0;11,0;11,0;2018-03-06;Tuesday;2;0,6234898018587336;0,7818314824680298;65;0,4373400963303323;0,8992961915530253;2018-03-05;10;0,3584452379139183;0,9335507546013952;0;0;0;0;0
001ab0a7578dd66cd4b0a71f5b6e1e41;1;0b0172eb0fd18479d29c3bc122c058c2;5656537e588803a555b8eb41f07a944b;2018-01-04 02:33:42;24,89;17,63;8bb3bef4e75a95524235cdc11a7331af;delivered;2017-12-27;2017-12-27 00:38:47;2017-12-28 02:33:42;2017-12-28 18:09:35;2018-01-17 20:43:29;2018-01-29;electronics;53,0;265,0;2,0;150,0;22,0;13,0;15,0;2017-12-27;Wednesday;3;-0,22252093395631434;0,9749279121818236;361;0,9973286321364752;-0,07304518821104743;2017-12-25;52;0,999771575129327;-0,021372823010176355;0;0;0;0;0
001ab0a7578dd66cd4b0a71f5b6e1e41;2;0b0172eb0fd18479d29c3bc122c058c2;5656537e588803a555b8eb41f07a944b;2018-01-04 02:33:42;24,89;17,63;8bb3bef4e75a95524235cdc11a7331af;delivered;2017-12-27;2017-12-27 00:38:47;2017-12-28 02:33:42;2017-12-28 18:09:35;2018-01-17 20:43:29;2018-01-29;electronics;53,0;265,0;2,0;150,0;22,0;13,0;15,0;2017-12-27;Wednesday;3;-0,22252093395631434;0,9749279121818236;361;0,9973286321364752;-0,07304518821104743;2017-12-25;52;0,999771575129327;-0,021372823010176355;0;0;0;0;0
001ab0a7578dd66cd4b0a71f5b6e1e41;3;0b0172eb0fd18479d29c3bc122c058c2;5656537e588803a555b8eb41f07a944b;2018-01-04 02:33:42;24,89;17,63;8bb3bef4e75a95524235cdc11a7331af;delivered;2017-12-27;2017-12-27 00:38:47;2017-12-28 02:33:42;2017-12-28 18:09:35;2018-01-17 20:43:29;2018-01-29;electronics;53,0;265,0;2,0;150,0;22,0;13,0;15,0;2017-12-27;Wednesday;3;-0,22252093395631434;0,9749279121818236;361;0,9973286321364752;-0,07304518821104743;2017-12-25;52;0,999771575129327;-0,021372823010176355;0;0;0;0;0
001b76dd48a5b1eee3e87778daa40df8;1;dbb67791e405873b259e4656bf971246;9c0e69c7bf2619675bbadf47b43f655a;2018-04-02 17:50:17;81,99;13,01;a62843b08086d1629415a203a7fd419d;delivered;2018-03-26;2018-03-26 17:42:53;2018-03-26 17:50:17;2018-03-29 23:32:44;2018-04-06 18:36:23;2018-04-27;computers_accessories;32,0;321,0;1,0;207,0;17,0;12,0;13,0;2018-03-26;Monday;1;1,0;0,0;85;0,10837701279187609;0,9941098647022418;2018-03-26;13;0,005343587199691008;0,9999857229360024;0;0;0;0;0
001c85b5f68d2be0cb0797afc9e8ce9a;1;84f456958365164420cfc80fbe4c7fab;4a3ca9315b744ce9f8e9374361493884;2017-11-29 22:38:47;99,0;13,71;48ed31e735f1c420ed6ca3637b7c744d;delivered;2017-11-24;2017-11-24 19:19:18;2017-11-24 22:38:47;2017-11-27 12:42:15;2017-12-22 18:37:40;2017-12-14;bed_bath_table;55,0;312,0;1,0;1550,0;44,0;14,0;34,0;2017-11-24;Friday;5;-0,9009688679024191;-0,433883739117558;328;0,801623551065242;-0,5978291414589552;2017-11-20;47;0,8118564064353119;-0,5838571531889813;0;0;0;0;1
001dbc16dc51075e987543d23a0507c7;1;777d2e438a1b645f3aec9bd57e92672c;4a3ca9315b744ce9f8e9374361493884;2017-02-01 13:17:57;69,9;18,0;698a74f33469466fa4172e829505d1c6;delivered;2017-01-28;2017-01-28 13:17:57;2017-01-28 13:32:16;2017-02-01 15:59:46;2017-02-13 13:17:47;2017-03-20;bed_bath_table;58,0;689,0;1,0;950,0;45,0;15,0;35,0;2017-01-28;Saturday;6;-0,2225209339563146;-0,9749279121818236;28;0,88622350294858;0,4632579225674917;2017-01-23;4;0,8862189209537411;0,4632666879277925;1;0;0;0;0
001e7cf2ad6bef3ade12ebc56ceaf0f3;1;bdcf6a834e8faa30dac3886c7a58e92e;2a84855fd20af891be03bc5924d2b453;2018-05-22 10:59:50;35,9;15,2;d1684ed69f8fd574b7c344de923f379a;delivered;2018-05-19;2018-05-19 10:29:23;2018-05-19 10:59:50;2018-05-21 14:34:00;2018-06-04 18:08:23;2018-06-05;health_beauty;26,0;394,0;1,0;1614,0;31,0;16,0;28,0;2018-05-19;Saturday;6;-0,2225209339563146;-0,9749279121818236;139;-0,7313781428679254;0,6819721490904629;2018-05-14;20;-0,743034022833669;0,6692536446756302;1;0;0;0;0
0020262c8a370bd5a174ea6a2a267321;1;a5341e3f8155dbb3e62323d3ea289729;ff063b022a9a0aab91bad2c9088760b7;2017-12-04 09:58:07;79,5;21,05;9ec353f970bdf785f6568724d9ea19aa;delivered;2017-11-28;2017-11-28 09:32:49;2017-11-28 09:58:07;2017-11-29 00:09:20;2017-12-02 12:27:33;2017-12-22;furniture_decor;50,0;422,0;7,0;2850,0;40,0;5,0;44,0;2017-11-28;Tuesday;2;0,6234898018587336;0,7818314824680298;332;0,8408305333122887;-0,5412984521036173;2017-11-27;48;0,8761151695837427;-0,4821018664403299;0;0;0;0;0
002175704e8b209f61b9ad5cfd92b60e;1;e6b6e13cf71449a457269f425b89dc74;b2ba3715d723d245138f291a6fe42594;2018-04-26 12:30:57;109,9;13,21;a562db3c7cb9a68947debd30879b491e;delivered;2018-04-22;2018-04-22 12:13:25;2018-04-24 17:24:48;2018-04-23 19:03:19;2018-05-02 20:38:44;2018-05-14;audio;38,0;2887,0;1,0;588,0;19,0;14,0;17,0;2018-04-22;Sunday;7;0,6234898018587334;-0,7818314824680299;112;-0,3484108069446808;0,9373419384643772;2018-04-16;16;-0,3484478905950889;0,937328153604613;1;0;0;0;0
0025c5d1a8ca53a240ec2634bb4492ea;1;35537536ed2b4c561b4018bf3abf54e0;955fee9216a65b617aa5c0531780ce60;2018-07-10 09:30:09;390,0;29,39;2430ad4b1b6efb56cf3050b5d3cf5e54;delivered;2018-07-08;2018-07-08 09:17:59;2018-07-08 09:30:09;2018-07-10 13:36:00;2018-07-31 10:51:58;2018-08-03;sports_leisure;59,0;1459,0;9,0;2100,0;36,0;9,0;14,0;2018-07-08;Sunday;7;0,6234898018587334;-0,7818314824680299;189;-0,993992768446958;-0,10944576864891556;2018-07-02;27;-0,9939854593785795;-0,10951212966586925;1;0;0;0;0
002611a77fe03d076285fd4ca95db77c;1;fe077ec80df6b4ee60bb4498d5ab1962;87142160b41353c4e5fca2360caf6f92;2018-03-07 02:49:09;135,0;21,75;2b6cb6a4852a866c3b71dcbc7c5a2fce;delivered;2018-02-27;2018-02-27 17:46:23;2018-03-01 02:49:09;2018-03-02 03:12:49;2018-03-22 19:03:31;2018-03-26;computers_accessories;56,0;195,0;1,0;200,0;16,0;15,0;15,0;2018-02-27;Tuesday;2;0,6234898018587336;0,7818314824680298;58;0,5422021592729844;0,8402480696078469;2018-02-26;9;0,4679956619217736;0,8837307624058365;0;0;0;0;0
002955b0acc63d04f6724a31967e82bd;1;d9bdf643d95cb89844c0da1a0df1d16e;058fd0aa2bfdb2274e05e1ae971dabb6;2017-12-22 15:51:31;120,0;15,59;accb4b4ad075d07a833eacca116071c7;delivered;2017-12-18;2017-12-18 13:43:54;2017-12-18 15:51:31;2017-12-19 17:51:40;2017-12-26 18:28:29;2018-01-16;perfumery;39,0;572,0;1,0;475,0;20,0;9,0;14,0;2017-12-18;Monday;1;1,0;0,0;352;0,974135744004672;-0,22596360824801906;2017-12-18;51;0,9899640780612932;-0,14131922780801567;0;0;0;0;0
002af7fa9eb99d1456bceb6a13d6fc0b;1;c2ece64199af7a53793ed9612a89a8cd;6c7d50c24b3ccd2fd83b44d8bb34e073;2018-02-22 19:46:50;88,34;21,11;bacf5021c97183a2a3946dff31e56098;delivered;2018-02-18;2018-02-18 18:46:28;2018-02-18 19:46:50;2018-02-19 20:35:16;2018-03-12 18:15:42;2018-03-15;furniture_decor;59,0;955,0;7,0;2500,0;60,0;12,0;20,0;2018-02-18;Sunday;7;0,6234898018587334;-0,7818314824680299;49;0,6652865452111116;0,746588114532413;2018-02-12;7;0,6652736226051653;0,7465996296984081;1;0;0;0;0
002f98c0f7efd42638ed6100ca699b42;2;880be32f4db1d9f6e2bec38fb6ac23ab;fa40cc5b934574b62717c68f3d678b6d;2017-08-10 09:30:15;44,9;7,16;75fd1fb0bb511fc71ac2b2649c02b21b;delivered;2017-08-04;2017-08-04 09:19:10;2017-08-04 09:30:15;2017-08-04 18:09:47;2017-08-07 19:07:30;2017-09-05;toys;45,0;589,0;4,0;200,0;16,0;7,0;11,0;2017-08-04;Friday;5;-0,9009688679024191;-0,433883739117558;216;-0,8396646346181327;-0,5431052396834317;2017-07-31;31;-0,8301553996559674;-0,5575320729985326;0;0;0;0;0
0030ff924c38549807645976adeef2c0;1;bd7cab8de4d7943286634023cc06f8ff;855668e0971d4dfd7bef1b6a4133b41b;2018-04-06 17:10:21;225,0;67,24;c46e1af5a15417246a9c5e81ac964358;delivered;2018-03-25;2018-03-25 16:52:27;2018-03-25 17:10:21;2018-04-07 01:18:33;2018-04-16 15:39:49;2018-04-20;baby;59,0;1226,0;4,0;23250,0;23,0;50,0;84,0;2018-03-25;Sunday;7;0,6234898018587334;-0,7818314824680299;84;0,12546123335273648;0,992098522791769;2018-03-19;12;0,1254317956100953;0,9921022450584553;1;0;0;0;0
003324c70b19a16798817b2b3640e721;1;2b939dc9b176d7fa21594d588815d4a4;dbc22125167c298ef99da25668e1011f;2017-05-24 19:22:34;102,9;14,45;43696894b5bf8fbe1a40b2148ea505a0;delivered;2017-05-18;2017-05-18 19:04:48;2017-05-18 19:22:34;2017-05-19 16:04:55;2017-05-30 08:12:15;2017-06-07;luggage_accessories;45,0;702,0;1,0;1300,0;33,0;10,0;49,0;2017-05-18;Thursday;4;-0,900968867902419;0,43388373911755823;138;-0,719538934232584;0,6944521021088763;2017-05-15;20;-0,743034022833669;0,6692536446756302;0;0;0;0;0
003324c70b19a16798817b2b3640e721;2;2b939dc9b176d7fa21594d588815d4a4;dbc22125167c298ef99da25668e1011f;2017-05-24 19:22:34;102,9;14,45;43696894b5bf8fbe1a40b2148ea505a0;delivered;2017-05-18;2017-05-18 19:04:48;2017-05-18 19:22:34;2017-05-19 16:04:55;2017-05-30 08:12:15;2017-06-07;luggage_accessories;45,0;702,0;1,0;1300,0;33,0;10,0;49,0;2017-05-18;Thursday;4;-0,900968867902419;0,43388373911755823;138;-0,719538934232584;0,6944521021088763;2017-05-15;20;-0,743034022833669;0,6692536446756302;0;0;0;0;0
0035c0b07126fe9c24a325216fb96064;1;ec02a5d380128f7a188e9ce8f3ddd832;8444e55c1f13cd5c179851e5ca5ebd00;2017-12-12 01:29:45;131,9;18,54;c8c4991d84dbfef1f61c6152486db6d4;delivered;2017-11-24;2017-11-24 01:08:37;2017-11-24 01:29:45;2017-11-28 17:17:17;2017-12-07 16:59:21;2018-01-03;cool_stuff;59,0;599,0;2,0;2275,0;45,0;25,0;18,0;2017-11-24;Friday;5;-0,9009688679024191;-0,433883739117558;328;0,801623551065242;-0,5978291414589552;2017-11-20;47;0,8118564064353119;-0,5838571531889813;0;0;0;0;1
0035e6b7ade84b3f5b86bd49814793df;1;71a5f1c2a5fd9889ef26b5ac22aec9c6;537eb890efff034a88679788b647c564;2018-02-27 03:31:08;19,9;14,1;3a0cc7c9af6abf8868dad5a1de4a16e1;delivered;2018-02-21;2018-02-21 02:46:23;2018-02-21 07:10:40;2018-02-22 00:51:33;2018-02-26 16:49:02;2018-03-13;furniture_decor;60,0;500,0;3,0;100,0;16,0;3,0;11,0;2018-02-21;Wednesday;3;-0,22252093395631434;0,9749279121818236;52;0,6258885343075018;0,7799125224167177;2018-02-19;8;0,5707679517128266;0,8211114085783636;0;0;0;0;0
0036757472ece3dde52fd4bfd929c90e;1;4c1bbc12438daec98a77243c2bf7a3ba;7c67e1448b00f6e969d365cea6b010ab;2018-08-08 15:10:11;136,99;66,04;ea477083e770db0655938e79149f8c24;delivered;2018-07-19;2018-07-19 14:58:59;2018-07-19 15:10:11;2018-08-07 07:45:00;2018-08-09 14:33:40;2018-08-20;office_furniture;24,0;985,0;1,0;15475,0;81,0;7,0;83,0;2018-07-19;Thursday;4;-0,900968867902419;0,43388373911755823;200;-0,9556633054034704;-0,2944616217868012;2018-07-16;29;-0,9391767329985204;-0,34343422105874344;0;0;0;0;0
003d9fc84ad902adf2265248b5ffe1a4;1;3fbc0ef745950c7932d5f2a446189725;06a2c3af7b3aee5d69171b0e14f0ee87;2018-08-22 19:35:22;66,99;27,75;8c66482ec333eae596c93a9131981a9a;delivered;2018-08-19;2018-08-19 19:43:01;2018-08-20 19:35:22;2018-08-22 10:06:00;2018-08-27 18:17:49;2018-09-05;health_beauty;50,0;1257,0;1,0;350,0;19,0;12,0;13,0;2018-08-19;Sunday;7;0,6234898018587334;-0,7818314824680299;231;-0,673274892250183;-0,7393922635959241;2018-08-13;33;-0,6732145567918634;-0,7394471992803373;1;0;0;0;0
003edccf16bc5ec447f592913b3df2b4;1;500870614ddcf5bd84f7d26861026c8a;ef506c96320abeedfb894c34db06f478;2018-07-12 10:15:21;14,0;50,85;ab3642244247c0c638253fe68ee4c345;delivered;2018-07-07;2018-07-07 09:02:51;2018-07-07 10:15:21;2018-07-13 14:11:00;2018-08-02 23:07:33;2018-08-03;telephony;58,0;434,0;3,0;217,0;18,0;4,0;13,0;2018-07-07;Saturday;6;-0,2225209339563146;-0,9749279121818236;188;-0,9957283388645872;-0,09233133369539122;2018-07-02;27;-0,9939854593785795;-0,10951212966586925;1;0;0;0;0
003f201cdd39cdd59b6447cff2195456;1;656e0eca68dcecf6a31b8ececfabe3e8;0b90b6df587eb83608a64ea8b390cf07;2018-03-05 17:10:41;85,0;17,03;e41d728aab3d0dff5fb070f93eb61345;delivered;2018-02-21;2018-02-21 16:59:24;2018-02-21 17:10:41;2018-02-23 00:07:44;2018-03-28 18:54:53;2018-03-22;computers_accessories;45,0;236,0;1,0;173,0;18,0;13,0;12,0;2018-02-21;Wednesday;3;-0,22252093395631434;0,9749279121818236;52;0,6258885343075018;0,7799125224167177;2018-02-19;8;0,5707679517128266;0,8211114085783636;0;0;0;0;0
003f201cdd39cdd59b6447cff2195456;2;656e0eca68dcecf6a31b8ececfabe3e8;0b90b6df587eb83608a64ea8b390cf07;2018-03-05 17:10:41;85,0;17,03;e41d728aab3d0dff5fb070f93eb61345;delivered;2018-02-21;2018-02-21 16:59:24;2018-02-21 17:10:41;2018-02-23 00:07:44;2018-03-28 18:54:53;2018-03-22;computers_accessories;45,0;236,0;1,0;173,0;18,0;13,0;12,0;2018-02-21;Wednesday;3;-0,22252093395631434;0,9749279121818236;52;0,6258885343075018;0,7799125224167177;2018-02-19;8;0,5707679517128266;0,8211114085783636;0;0;0;0;0
00404fa7a687c8c44ca69d42695aae73;1;53b36df67ebb7c41585e8d54d6772e08;7d13fca15225358621be4086e1eb0964;2018-05-15 04:31:26;99,9;0,0;0c34c39c897304ff49eeade3059c4c60;delivered;2018-05-07;2018-05-07 22:38:21;2018-05-09 04:31:28;2018-05-10 18:29:00;2018-05-18 19:04:11;2018-05-24;watches_gifts;33,0;523,0;3,0;584,0;16,0;11,0;13,0;2018-05-07;Monday;1;1,0;0,0;127;-0,5760691233798758;0,8174009818249189;2018-05-07;19;-0,6572567037282032;0,7536667867196597;0;0;0;0;0
0040a56893444cb56cba7cfe2225e34e;1;3f14d740544f37ece8a9e7bc8349797e;f457c46070d02cadd8a68551231220dd;2018-01-29 00:15:10;84,9;34,39;74454d0e51e0eeaaaa9b7b135469c420;delivered;2018-01-22;2018-01-22 23:50:35;2018-01-23 00:15:10;2018-01-23 23:46:54;2018-02-14 23:12:52;2018-02-21;computers_accessories;44,0;655,0;1,0;321,0;19,0;14,0;13,0;2018-01-22;Monday;1;1,0;0,0;22;0,9292372181882051;0,3694836834473831;2018-01-22;4;0,8862189209537411;0,4632666879277925;0;0;0;0;0
00418a49a685c6bb60633291c3fab17a;1;5e21d5cab5d33e770d8150a4ee6117db;6560211a19b47992c3666cc44a7e94c0;2017-10-09 20:50:45;49,0;7,78;7d9edced80af5c9503cbf88a9e5f2a3e;delivered;2017-10-03;2017-10-03 20:43:03;2017-10-03 20:50:45;2017-10-04 19:51:26;2017-10-05 19:53:19;2017-10-19;watches_gifts;60,0;312,0;4,0;200,0;16,0;2,0;11,0;2017-10-03;Tuesday;2;0,6234898018587336;0,7818314824680298;276;0,03547255575312556;-0,9993706508539969;2017-10-02;40;0,10419911817677069;-0,9945564557988568;0;0;0;0;0
0045e3085f083f0f38d24bb3f22e6593;1;9545d45c37449ccbc376de3a04c66e71;431af27f296bc6519d890aa5a05fdb11;2017-08-17 07:15:16;116,9;13,84;eb729faa993caad20442243265804a7c;delivered;2017-08-10;2017-08-10 16:13:36;2017-08-11 07:15:16;2017-08-16 18:27:40;2017-08-29 20:03:08;2017-08-30;health_beauty;39,0;1749,0;1,0;1350,0;27,0;9,0;18,0;2017-08-10;Thursday;4;-0,900968867902419;0,43388373911755823;222;-0,7792391467859886;-0,6267266965083301;2017-08-07;32;-0,757168135079666;-0,6532200358378337;0;0;0;0;0
