unique_id;ds;y
64315bd8c0c47303179dd2e25b579d00;2017-07-24;0
64315bd8c0c47303179dd2e25b579d00;2017-07-31;0
64315bd8c0c47303179dd2e25b579d00;2017-08-07;0
64315bd8c0c47303179dd2e25b579d00;2017-08-14;0
64315bd8c0c47303179dd2e25b579d00;2017-08-21;1
64315bd8c0c47303179dd2e25b579d00;2017-08-28;1
64315bd8c0c47303179dd2e25b579d00;2017-09-04;0
64315bd8c0c47303179dd2e25b579d00;2017-09-11;1
64315bd8c0c47303179dd2e25b579d00;2017-09-18;2
64315bd8c0c47303179dd2e25b579d00;2017-09-25;0
64315bd8c0c47303179dd2e25b579d00;2017-10-02;0
64315bd8c0c47303179dd2e25b579d00;2017-10-09;0
64315bd8c0c47303179dd2e25b579d00;2017-10-16;2
64315bd8c0c47303179dd2e25b579d00;2017-10-23;0
64315bd8c0c47303179dd2e25b579d00;2017-10-30;0
64315bd8c0c47303179dd2e25b579d00;2017-11-06;0
64315bd8c0c47303179dd2e25b579d00;2017-11-13;2
64315bd8c0c47303179dd2e25b579d00;2017-11-20;1
64315bd8c0c47303179dd2e25b579d00;2017-11-27;0
64315bd8c0c47303179dd2e25b579d00;2017-12-04;2
64315bd8c0c47303179dd2e25b579d00;2017-12-11;0
64315bd8c0c47303179dd2e25b579d00;2017-12-18;0
64315bd8c0c47303179dd2e25b579d00;2017-12-25;0
64315bd8c0c47303179dd2e25b579d00;2018-01-01;0
64315bd8c0c47303179dd2e25b579d00;2018-01-08;0
64315bd8c0c47303179dd2e25b579d00;2018-01-15;0
64315bd8c0c47303179dd2e25b579d00;2018-01-22;0
64315bd8c0c47303179dd2e25b579d00;2018-01-29;0
64315bd8c0c47303179dd2e25b579d00;2018-02-05;0
64315bd8c0c47303179dd2e25b579d00;2018-02-12;0
64315bd8c0c47303179dd2e25b579d00;2018-02-19;0
64315bd8c0c47303179dd2e25b579d00;2018-02-26;0
64315bd8c0c47303179dd2e25b579d00;2018-03-05;0
64315bd8c0c47303179dd2e25b579d00;2018-03-12;0
64315bd8c0c47303179dd2e25b579d00;2018-03-19;0
64315bd8c0c47303179dd2e25b579d00;2018-03-26;0
64315bd8c0c47303179dd2e25b579d00;2018-04-02;0
64315bd8c0c47303179dd2e25b579d00;2018-04-09;0
64315bd8c0c47303179dd2e25b579d00;2018-04-16;0
64315bd8c0c47303179dd2e25b579d00;2018-04-23;0
64315bd8c0c47303179dd2e25b579d00;2018-04-30;0
64315bd8c0c47303179dd2e25b579d00;2018-05-07;0
64315bd8c0c47303179dd2e25b579d00;2018-05-14;0
64315bd8c0c47303179dd2e25b579d00;2018-05-21;0
64315bd8c0c47303179dd2e25b579d00;2018-05-28;1
64315bd8c0c47303179dd2e25b579d00;2018-06-04;0
64315bd8c0c47303179dd2e25b579d00;2018-06-11;0
64315bd8c0c47303179dd2e25b579d00;2018-06-18;0
64315bd8c0c47303179dd2e25b579d00;2018-06-25;1
64315bd8c0c47303179dd2e25b579d00;2018-07-02;0
64315bd8c0c47303179dd2e25b579d00;2018-07-09;0
64315bd8c0c47303179dd2e25b579d00;2018-07-16;0
64315bd8c0c47303179dd2e25b579d00;2018-07-23;0
64315bd8c0c47303179dd2e25b579d00;2018-07-30;1
64315bd8c0c47303179dd2e25b579d00;2018-08-06;0
64315bd8c0c47303179dd2e25b579d00;2018-08-13;0
157ee978f4fcdf8984b0bb33a6687fde;2017-01-09;0
157ee978f4fcdf8984b0bb33a6687fde;2017-01-16;0
157ee978f4fcdf8984b0bb33a6687fde;2017-01-23;0
157ee978f4fcdf8984b0bb33a6687fde;2017-01-30;0
157ee978f4fcdf8984b0bb33a6687fde;2017-02-06;0
157ee978f4fcdf8984b0bb33a6687fde;2017-02-13;0
157ee978f4fcdf8984b0bb33a6687fde;2017-02-20;0
157ee978f4fcdf8984b0bb33a6687fde;2017-02-27;0
157ee978f4fcdf8984b0bb33a6687fde;2017-03-06;0
157ee978f4fcdf8984b0bb33a6687fde;2017-03-13;0
157ee978f4fcdf8984b0bb33a6687fde;2017-03-20;0
157ee978f4fcdf8984b0bb33a6687fde;2017-03-27;0
157ee978f4fcdf8984b0bb33a6687fde;2017-04-03;0
157ee978f4fcdf8984b0bb33a6687fde;2017-04-10;0
157ee978f4fcdf8984b0bb33a6687fde;2017-04-17;0
157ee978f4fcdf8984b0bb33a6687fde;2017-04-24;0
157ee978f4fcdf8984b0bb33a6687fde;2017-05-01;0
157ee978f4fcdf8984b0bb33a6687fde;2017-05-08;0
157ee978f4fcdf8984b0bb33a6687fde;2017-05-15;0
157ee978f4fcdf8984b0bb33a6687fde;2017-05-22;0
157ee978f4fcdf8984b0bb33a6687fde;2017-05-29;0
157ee978f4fcdf8984b0bb33a6687fde;2017-06-05;0
157ee978f4fcdf8984b0bb33a6687fde;2017-06-12;0
157ee978f4fcdf8984b0bb33a6687fde;2017-06-19;0
157ee978f4fcdf8984b0bb33a6687fde;2017-06-26;0
157ee978f4fcdf8984b0bb33a6687fde;2017-07-03;0
157ee978f4fcdf8984b0bb33a6687fde;2017-07-10;0
157ee978f4fcdf8984b0bb33a6687fde;2017-07-17;0
157ee978f4fcdf8984b0bb33a6687fde;2017-07-24;0
157ee978f4fcdf8984b0bb33a6687fde;2017-07-31;0
157ee978f4fcdf8984b0bb33a6687fde;2017-08-07;0
157ee978f4fcdf8984b0bb33a6687fde;2017-08-14;0
157ee978f4fcdf8984b0bb33a6687fde;2017-08-21;0
157ee978f4fcdf8984b0bb33a6687fde;2017-08-28;0
157ee978f4fcdf8984b0bb33a6687fde;2017-09-04;0
157ee978f4fcdf8984b0bb33a6687fde;2017-09-11;0
157ee978f4fcdf8984b0bb33a6687fde;2017-09-18;0
157ee978f4fcdf8984b0bb33a6687fde;2017-09-25;0
157ee978f4fcdf8984b0bb33a6687fde;2017-10-02;0
157ee978f4fcdf8984b0bb33a6687fde;2017-10-09;0
157ee978f4fcdf8984b0bb33a6687fde;2017-10-16;0
157ee978f4fcdf8984b0bb33a6687fde;2017-10-23;0
157ee978f4fcdf8984b0bb33a6687fde;2017-10-30;0
157ee978f4fcdf8984b0bb33a6687fde;2017-11-06;0
157ee978f4fcdf8984b0bb33a6687fde;2017-11-13;0
157ee978f4fcdf8984b0bb33a6687fde;2017-11-20;0
157ee978f4fcdf8984b0bb33a6687fde;2017-11-27;0
157ee978f4fcdf8984b0bb33a6687fde;2017-12-04;0
157ee978f4fcdf8984b0bb33a6687fde;2017-12-11;0
157ee978f4fcdf8984b0bb33a6687fde;2017-12-18;0
157ee978f4fcdf8984b0bb33a6687fde;2017-12-25;0
157ee978f4fcdf8984b0bb33a6687fde;2018-01-01;0
157ee978f4fcdf8984b0bb33a6687fde;2018-01-08;0
157ee978f4fcdf8984b0bb33a6687fde;2018-01-15;0
157ee978f4fcdf8984b0bb33a6687fde;2018-01-22;0
157ee978f4fcdf8984b0bb33a6687fde;2018-01-29;0
157ee978f4fcdf8984b0bb33a6687fde;2018-02-05;0
157ee978f4fcdf8984b0bb33a6687fde;2018-02-12;0
157ee978f4fcdf8984b0bb33a6687fde;2018-02-19;0
157ee978f4fcdf8984b0bb33a6687fde;2018-02-26;0
157ee978f4fcdf8984b0bb33a6687fde;2018-03-05;0
157ee978f4fcdf8984b0bb33a6687fde;2018-03-12;0
157ee978f4fcdf8984b0bb33a6687fde;2018-03-19;0
157ee978f4fcdf8984b0bb33a6687fde;2018-03-26;0
157ee978f4fcdf8984b0bb33a6687fde;2018-04-02;0
157ee978f4fcdf8984b0bb33a6687fde;2018-04-09;0
157ee978f4fcdf8984b0bb33a6687fde;2018-04-16;0
157ee978f4fcdf8984b0bb33a6687fde;2018-04-23;0
157ee978f4fcdf8984b0bb33a6687fde;2018-04-30;0
157ee978f4fcdf8984b0bb33a6687fde;2018-05-07;0
157ee978f4fcdf8984b0bb33a6687fde;2018-05-14;0
157ee978f4fcdf8984b0bb33a6687fde;2018-05-21;0
157ee978f4fcdf8984b0bb33a6687fde;2018-05-28;0
157ee978f4fcdf8984b0bb33a6687fde;2018-06-04;0
157ee978f4fcdf8984b0bb33a6687fde;2018-06-11;0
157ee978f4fcdf8984b0bb33a6687fde;2018-06-18;1
157ee978f4fcdf8984b0bb33a6687fde;2018-06-25;1
157ee978f4fcdf8984b0bb33a6687fde;2018-07-02;1
157ee978f4fcdf8984b0bb33a6687fde;2018-07-09;0
157ee978f4fcdf8984b0bb33a6687fde;2018-07-16;0
157ee978f4fcdf8984b0bb33a6687fde;2018-07-23;0
157ee978f4fcdf8984b0bb33a6687fde;2018-07-30;3
157ee978f4fcdf8984b0bb33a6687fde;2018-08-06;3
157ee978f4fcdf8984b0bb33a6687fde;2018-08-13;1
