product_id;product_category_name;distinct_order_ids;distinct_purchase_dates;max_purchase_date;distinct_purchase_weeks;max_purchase_week;count;relative_count;cumulative_relative_count;rank;cumulative_relative_products
3fbc0ef745950c7932d5f2a446189725;health_beauty;138;68;2018-08-19;21;2018-08-13;144;0,3816085861931893;17,55399496488671;26;2,1867115222876365
7a10781637204d8d10485c71a6108a2e;watches_gifts;140;92;2018-05-12;39;2018-05-07;141;0,37365840731416455;17,927653372200872;27;2,2708158116063917
0aabfb375647d9738ad0f7b4ea3653b1;consoles_games;137;96;2018-07-16;37;2018-07-16;141;0,37365840731416455;18,301311779515036;28;2,3549201009251473
06edb72f1e0c64b14c5b79353f7abea3;bed_bath_table;127;100;2018-08-18;49;2018-08-13;139;0,36835828806148135;18,66967006757652;29;2,4390243902439024
d017a2151d543a9885604dc62a3d9dcc;fashion_bags_accessories;136;106;2018-08-17;55;2018-08-13;138;0,3657082284351398;19,035378296011658;30;2,5231286795626575
8c591ab0ca519558779df02023177f44;garden_tools;125;101;2018-08-14;52;2018-08-13;137;0,3630581688087982;19,398436464820456;31;2,607232968881413
656e0eca68dcecf6a31b8ececfabe3e8;computers_accessories;111;75;2018-08-06;35;2018-08-06;134;0,35510798992977344;19,75354445475023;32;2,6913372582001682
e0cf79767c5b016251fe139915c59a26;health_beauty;128;98;2018-08-14;41;2018-08-13;134;0,35510798992977344;20,108652444680004;33;2,775441547518924
2028bf1b01cafb2d2b1901fca4083222;perfumery;128;98;2018-08-16;44;2018-08-13;132;0,34980787067709024;20,458460315357094;34;2,859545836837679
ec2d43cc59763ec91694573b31f1c29a;bed_bath_table;116;86;2018-07-28;34;2018-07-23;131;0,3471578110507486;20,805618126407843;35;2,943650126156434
36f60d45225e60c7da4558b070ce4b60;computers_accessories;110;66;2018-07-09;22;2018-07-09;126;0,33390751291904064;21,139525639326884;36;3,027754415475189
b0961721fd839e9982420e807758a2a6;garden_tools;94;75;2018-08-19;39;2018-08-13;124;0,3286073936663575;21,46813303299324;37;3,1118587047939443
4c2394abfbac7ff59ec7a420918562fa;health_beauty;117;73;2018-06-11;30;2018-06-11;120;0,31800715516099115;21,78614018815423;38;3,1959629941127
d285360f29ac7fd97640bf0baef03de0;watches_gifts;118;66;2018-07-19;31;2018-07-16;119;0,3153570955346495;22,101497283688882;39;3,280067283431455
89321f94e35fc6d7903d36f74e351d40;food;114;91;2018-08-17;32;2018-08-13;119;0,3153570955346495;22,416854379223533;40;3,36417157275021
601a360bd2a916ecef0e88de72a6531a;cool_stuff;117;91;2018-04-12;40;2018-04-09;117;0,3100569762819663;22,7269113555055;41;3,4482758620689653
c6dd917a0be2a704582055949915ab32;cool_stuff;117;97;2018-04-18;43;2018-04-16;117;0,3100569762819663;23,036968331787467;42;3,532380151387721
54d9ac713e253fa1fae9c8003b011c2a;cool_stuff;114;47;2018-08-02;15;2018-07-30;114;0,3021067974029416;23,33907512919041;43;3,616484440706476
52c80cedd4e90108bf4fa6a206ef6b03;garden_tools;110;91;2018-08-18;43;2018-08-13;114;0,3021067974029416;23,64118192659335;44;3,700588730025231
0bcc3eeca39e1064258aa1e932269894;garden_tools;99;82;2018-08-14;48;2018-08-13;114;0,3021067974029416;23,943288723996293;45;3,7846930193439863
6f3b5b605d91b7439c5e3f5a8dffeea7;watches_gifts;113;68;2018-08-18;27;2018-08-13;113;0,2994567377766;24,24274546177289;46;3,8687973086627423
08574b074924071f4e201e151b152b4e;garden_tools;94;78;2018-03-13;39;2018-03-12;110;0,2915065588975752;24,534252020670465;47;3,9529015979814974
84f456958365164420cfc80fbe4c7fab;bed_bath_table;103;84;2018-08-04;39;2018-07-30;108;0,286206439644892;24,820458460315358;48;4,037005887300253
4fe644d766c7566dbc46fb851363cb3b;art;104;73;2018-08-17;29;2018-08-13;105;0,27825626076586724;25,098714721081226;49;4,121110176619007
7ce94ab189134e2d3c05f496d635419c;electronics;103;73;2018-05-20;23;2018-05-14;105;0,27825626076586724;25,376970981847094;50;4,205214465937763
165f86fe8b799a708a20ee4ba125c289;cool_stuff;104;75;2018-04-21;25;2018-04-16;104;0,2756062011395256;25,65257718298662;51;4,289318755256518
78efe838c04bbc568be034082200ac20;furniture_decor;99;82;2018-08-18;36;2018-08-13;100;0,26500596263415926;25,917583145620778;52;4,373423044575273
595fac2a385ac33a80bd5114aec74eb8;perfumery;94;73;2018-08-18;39;2018-08-13;99;0,26235590300781764;26,179939048628597;53;4,457527333894029
880be32f4db1d9f6e2bec38fb6ac23ab;toys;94;85;2018-05-09;49;2018-05-07;99;0,26235590300781764;26,442294951636416;54;4,541631623212783
9ecadb84c81da840dbf3564378b586e9;furniture_decor;46;35;2018-08-07;24;2018-08-06;97;0,2570557837551345;26,69935073539155;55;4,625735912531539
6c3effec7c8ddba466d4f03f982c7aa3;consoles_games;94;70;2018-04-16;30;2018-04-16;97;0,2570557837551345;26,956406519146686;56;4,7098402018502945
29427de7f8a9ee983d9dbc51cec569b4;cool_stuff;96;80;2018-04-20;45;2018-04-16;96;0,2544057241287929;27,21081224327548;57;4,79394449116905
eb8c629f70275fd1c4f809116cce1efc;furniture_decor;45;42;2018-08-17;29;2018-08-13;95;0,2517556645024513;27,46256790777793;58;4,878048780487805
617186c3d97ea56c9c683a8a3974e8c1;perfumery;92;83;2018-04-23;41;2018-04-23;93;0,2464555452497681;27,709023453027697;59;4,96215306980656
43423cdffde7fda63d0414ed38c11a73;watches_gifts;80;63;2018-08-05;35;2018-07-30;93;0,2464555452497681;27,955478998277464;60;5,046257359125315
777d2e438a1b645f3aec9bd57e92672c;bed_bath_table;89;80;2018-08-09;55;2018-08-06;92;0,24380548562342652;28,19928448390089;61;5,130361648444071
cd48f265a63e13b762601f5f794c5fca;drinks;83;64;2018-07-17;29;2018-07-16;92;0,24380548562342652;28,443089969524316;62;5,214465937762826
c6336fa91fbd87c359e44f5dca5a90ed;sports_leisure;79;65;2018-08-16;36;2018-08-13;91;0,24115542599708492;28,6842453955214;63;5,298570227081581
b5e13c9a353102f79c6206ff5cb61a50;toys;82;61;2018-05-27;30;2018-05-21;90;0,23850536637074335;28,922750761892143;64;5,3826745164003365
4fcb3d9a5f4871e8362dfedbdb02b064;auto;89;75;2018-04-18;45;2018-04-16;89;0,23585530674440175;29,158606068636544;65;5,466778805719091
ee406bf28024d97771c4b1e8b7e8e219;cool_stuff;89;73;2018-05-17;33;2018-05-14;89;0,23585530674440175;29,394461375380946;66;5,550883095037848
75d6b6963340c6063f7f4cfcccfe6a30;perfumery;87;70;2018-04-23;38;2018-04-23;89;0,23585530674440175;29,630316682125347;67;5,634987384356602
cac9e5692471a0700418aa3400b9b2b1;baby;87;67;2018-08-11;27;2018-08-06;88;0,23320524711806018;29,863521929243408;68;5,719091673675358
8c292ca193d326152e335d77176746f0;health_beauty;82;67;2018-08-18;34;2018-08-13;88;0,23320524711806018;30,09672717636147;69;5,8031959629941126
4298b7e67dc399c200662b569563a2b2;computers_accessories;77;58;2018-08-04;27;2018-07-30;87;0,23055518749171855;30,327282363853186;70;5,887300252312868
2136c70bbe723d338fab53da3c03e6dc;watches_gifts;84;69;2018-08-11;43;2018-08-06;87;0,23055518749171855;30,557837551344903;71;5,971404541631623
3f14d740544f37ece8a9e7bc8349797e;computers_accessories;78;53;2018-06-16;19;2018-06-11;87;0,23055518749171855;30,78839273883662;72;6,055508830950378
7fb04722aba7a2b632bac8f9819796f3;health_beauty;82;71;2018-07-25;38;2018-07-23;87;0,23055518749171855;31,018947926328337;73;6,139613120269134
dbb67791e405873b259e4656bf971246;computers_accessories;63;43;2018-08-07;14;2018-08-06;86;0,22790512786537695;31,246853054193714;74;6,223717409587889
ee0c1cf2fbeae95205b4aa506f1469f0;perfumery;82;67;2018-08-15;38;2018-08-13;86;0,22790512786537695;31,47475818205909;75;6,307821698906644
0a57f7d2c983bcf8188589a5fea4a8da;watches_gifts;84;50;2018-06-18;24;2018-06-18;86;0,22790512786537695;31,702663309924468;76;6,3919259882254
363218ba55c610b750224f90bdd34be1;bed_bath_table;74;58;2018-08-13;32;2018-08-13;86;0,22790512786537695;31,930568437789844;77;6,476030277544155
fb55982be901439613a95940feefd9ee;stationery;82;58;2018-08-15;31;2018-08-13;84;0,22260500861269378;32,15317344640254;78;6,56013456686291
e44f675b60b3a3a2453ec36421e06f0f;sports_leisure;77;57;2018-08-19;24;2018-08-13;84;0,22260500861269378;32,37577845501524;79;6,644238856181666
d04857e7b4b708ee8b8b9921163edba3;computers_accessories;79;61;2018-08-18;30;2018-08-13;80;0,2120047701073274;32,587783225122564;80;6,72834314550042
bee2e070c39f3dd2f6883a17a5f0da45;computers_accessories;73;48;2018-04-19;20;2018-04-16;79;0,2093547104809858;32,79713793560355;81;6,812447434819176
c9c6fde711572c1ad99ca12728c6af00;telephony;75;50;2018-08-01;17;2018-07-30;79;0,2093547104809858;33,00649264608454;82;6,896551724137931
473795a355d29305c3ea6b156833adf5;perfumery;76;48;2018-04-19;23;2018-04-16;79;0,2093547104809858;33,215847356565526;83;6,980656013456686
a50acd33ba7a8da8e9db65094fa990a4;auto;77;65;2018-04-18;41;2018-04-16;78;0,20670465085464423;33,42255200742017;84;7,064760302775442
5411e9269501a870cabf632f05655131;stationery;74;50;2018-08-12;25;2018-08-06;76;0,20140453160196106;33,62395653902213;85;7,1488645920941964
362b773250263786dd58670d2df42c3b;sports_leisure;49;39;2018-03-22;20;2018-03-19;73;0,19345435272293626;33,81741089174507;86;7,232968881412952
64fb265487de2238627ce43fe8a67efc;bed_bath_table;71;59;2018-08-12;36;2018-08-06;73;0,19345435272293626;34,01086524446801;87;7,317073170731707
18b0e642cbae7251e60a64aa07dd9eb9;computers_accessories;72;57;2018-08-18;27;2018-08-13;73;0,19345435272293626;34,204319597190946;88;7,401177460050462
634256dbcd184b3757ffd7632c9fe52a;health_beauty;53;48;2018-08-19;23;2018-08-13;72;0,19080429309659466;34,39512389028754;89;7,485281749369217
0d85c435fd60b277ffb9e9b0f88f927a;computers_accessories;62;44;2018-08-06;16;2018-08-06;71;0,1881542334702531;34,58327812375779;90;7,5693860386879726
d3c044bd42d84a79e3b0c42662806a48;sports_leisure;47;33;2018-03-03;15;2018-02-26;71;0,1881542334702531;34,77143235722804;91;7,653490328006729
3354a4e684f5e7199f9407db70ccd92b;cool_stuff;70;63;2018-08-15;25;2018-08-13;70;0,1855041738439115;34,95693653107195;92;7,737594617325485
cec09725da5ed01471d9a505e7389d37;sports_leisure;64;56;2018-08-16;36;2018-08-13;70;0,1855041738439115;35,14244070491586;93;7,821698906644239
8ed094bfe076c568f6bb10feada3f75d;office_furniture;49;42;2018-07-08;27;2018-07-02;70;0,1855041738439115;35,32794487875977;94;7,905803195962995
629e019a6f298a83aeecc7877964f935;auto;70;60;2018-08-19;32;2018-08-13;70;0,1855041738439115;35,51344905260368;95;7,9899074852817495
93c902b021a9e594f658ab1b0351602a;electronics;65;59;2018-08-11;29;2018-08-06;70;0,1855041738439115;35,69895322644759;96;8,074011774600505
2948658cb6abc82847412be7201bfc4c;health_beauty;63;28;2018-06-11;10;2018-06-11;68;0,1802040545912283;35,87915728103882;97;8,15811606391926
dab2413ead0edda9967edbc9bda2a64e;telephony;65;52;2018-07-16;24;2018-07-16;68;0,1802040545912283;36,05936133563005;98;8,242220353238014
bd6e6fce9ada76ea2db0f1912e8e478f;bed_bath_table;62;53;2018-08-16;27;2018-08-13;68;0,1802040545912283;36,23956539022128;99;8,32632464255677
ab1f9387c0627dd24000bfbc54fdeee0;electronics;63;53;2018-07-23;27;2018-07-23;68;0,1802040545912283;36,41976944481251;100;8,410428931875526
2a2d22ae30e026f1893083c8405ca522;bed_bath_table;66;55;2018-06-02;34;2018-05-28;67;0,17755399496488672;36,5973234397774;101;8,494533221194281
97017430754804328eb9597b7f85da03;telephony;64;53;2018-08-19;27;2018-08-13;67;0,17755399496488672;36,77487743474229;102;8,578637510513037
24c66f106f642621e524291a895c9032;health_beauty;64;47;2018-08-06;21;2018-08-06;65;0,17225387571220352;36,94713131045449;103;8,66274179983179
1613b819ab5dae53aead2dbb4ebdb378;auto;63;57;2018-08-17;23;2018-08-13;65;0,17225387571220352;37,11938518616669;104;8,746846089150546
b623b7cb05ee3248fbe4a6ecbeed79a4;toys;56;34;2018-06-03;18;2018-05-28;64;0,16960381608586195;37,28898900225255;105;8,830950378469302
f7a17d2c51d9df89a4f1711c4ac17f33;housewares;63;56;2018-05-29;34;2018-05-28;63;0,16695375645952032;37,45594275871207;106;8,915054667788057
5d66715cc928aadd0074f61332698593;electronics;59;57;2018-06-12;33;2018-06-11;63;0,16695375645952032;37,62289651517159;107;8,999158957106811
5f504b3a1c75b73d6151be81eb05bdc9;cool_stuff;63;54;2018-08-15;31;2018-08-13;63;0,16695375645952032;37,78985027163111;108;9,083263246425567
e59dd207c69d86e890febadc796d1078;cool_stuff;61;41;2018-08-16;20;2018-08-13;62;0,16430369683317875;37,95415396846429;109;9,167367535744322
6a8631b72a2f8729b91514db87e771c0;electronics;57;51;2018-08-01;29;2018-07-30;62;0,16430369683317875;38,11845766529747;110;9,251471825063078
44a34214a57dc373dcd80f54c919d006;sports_leisure;48;44;2018-03-11;29;2018-03-05;62;0,16430369683317875;38,28276136213065;111;9,335576114381833
7814c273ab16783d73a9863ebfa8b141;furniture_decor;58;53;2018-08-19;31;2018-08-13;62;0,16430369683317875;38,44706505896383;112;9,419680403700589
41c24b8ce92d1a2cac62db5edfd088b2;watches_gifts;61;41;2018-08-13;17;2018-08-13;61;0,16165363720683715;38,60871869617067;113;9,503784693019345
25f86162fee18735fffdb762dcb10d7c;bed_bath_table;53;45;2018-06-04;34;2018-06-04;61;0,16165363720683715;38,77037233337751;114;9,5878889823381
fbce4c4cb307679d89a3bf3d3bb353b9;bed_bath_table;57;40;2018-08-10;12;2018-08-06;60;0,15900357758049558;38,929375910958;115;9,671993271656856
ea44caac707f7f1325182a538007f838;baby;59;54;2018-05-16;34;2018-05-14;60;0,15900357758049558;39,08837948853849;116;9,75609756097561
a19b6951c75da43aad691622dd2f6abe;furniture_decor;25;24;2018-08-15;21;2018-08-13;60;0,15900357758049558;39,247383066118985;117;9,840201850294365
a9516a079e37a9c9c36b9b78b10169e8;office_furniture;40;36;2018-04-03;25;2018-04-02;59;0,15635351795415398;39,40373658407314;118;9,92430613961312
19421075ae0b585f2dc13ff149e2119d;sports_leisure;45;40;2018-07-16;25;2018-07-16;59;0,15635351795415398;39,56009010202729;119;10,008410428931876
781afe929e3016a667f5f439afd55fce;sports_leisure;48;44;2018-08-09;25;2018-08-06;59;0,15635351795415398;39,71644361998144;120;10,09251471825063
0152f69b6cf919bcdaf117aa8c43e5a2;bed_bath_table;53;47;2018-08-17;27;2018-08-13;59;0,15635351795415398;39,87279713793559;121;10,176619007569386
3eef0cb94ba82de806bb30ab743c7655;office_furniture;26;22;2018-04-25;14;2018-04-23;58;0,15370345832781238;40,0265005962634;122;10,260723296888141
928e52a9ad53a294fdcc91bcf59d1751;housewares;30;29;2018-08-05;14;2018-07-30;58;0,15370345832781238;40,180204054591215;123;10,344827586206897
aba86c093ccdbac75b09111d57e50004;office_furniture;46;40;2018-04-13;28;2018-04-09;57;0,1510533987014708;40,331257453292686;124;10,428931875525652
2fea0f2cec6b6324a277d4a61c2ed2c6;health_beauty;54;29;2018-08-11;7;2018-08-06;57;0,1510533987014708;40,48231085199416;125;10,513036164844406
764292b2b0f73f77a0272be03fdd45f3;furniture_decor;57;53;2018-06-27;31;2018-06-25;57;0,1510533987014708;40,63336425069563;126;10,597140454163162
fc1d8637c0268af3db482c14b7ef8e75;bed_bath_table;54;50;2018-08-07;32;2018-08-06;57;0,1510533987014708;40,7844176493971;127;10,681244743481917
8c5876b1c7768217964f353bc7e64393;telephony;56;50;2018-04-02;29;2018-04-02;57;0,1510533987014708;40,93547104809857;128;10,765349032800673
f35927953ed82e19d06ad3aac2f06353;books_general_interest;54;51;2018-08-08;38;2018-08-06;57;0,1510533987014708;41,08652444680004;129;10,849453322119427
f4f67ccaece962d013a4e1d7dc3a61f7;auto;56;49;2018-03-23;34;2018-03-19;56;0,14840333907512918;41,23492778587517;130;10,933557611438182
a02d0123079f4ae96001ba2010d1a2df;construction_tools_lights;55;46;2018-08-10;28;2018-08-06;56;0,14840333907512918;41,3833311249503;131;11,01766190075694
e9a69340883a438c3f91739d14d3a56d;housewares;53;44;2018-07-13;22;2018-07-09;56;0,14840333907512918;41,53173446402543;132;11,101766190075695
c3ba4e8d3cb30049213b682e751e9d00;watches_gifts;55;49;2018-08-17;33;2018-08-13;56;0,14840333907512918;41,680137803100564;133;11,185870479394449
30ac6df06dc59ad72cf2f158fc2d904c;housewares;46;37;2018-05-11;18;2018-05-07;55;0,1457532794487876;41,825891082549354;134;11,269974768713205
af51d485dc5255ba2e18b21b550156e6;luggage_accessories;54;47;2018-03-14;30;2018-03-12;55;0,1457532794487876;41,971644361998145;135;11,35407905803196
f40876e0ef3cd5f9132b1f16b04b1346;health_beauty;49;44;2018-06-25;27;2018-06-25;55;0,1457532794487876;42,117397641446935;136;11,438183347350716
054515fd15bc1a2029f10de97ffa9120;sports_leisure;44;40;2018-08-18;14;2018-08-13;55;0,1457532794487876;42,263150920895725;137;11,522287636669471
d63c1011f49d98b976c352955b1c4bea;health_beauty;50;47;2018-06-29;29;2018-06-25;54;0,143103219822446;42,40625414071817;138;11,606391925988225
f71f42e2381752836563b70beb542f80;computers_accessories;53;44;2018-05-12;28;2018-05-07;54;0,143103219822446;42,54935736054061;139;11,69049621530698
b114bf337c0626166abe574eee9e3f32;office_furniture;30;29;2018-08-01;20;2018-07-30;54;0,143103219822446;42,692460580363054;140;11,774600504625736
386486367c1f9d4f587a8864ccb6902b;bed_bath_table;48;44;2018-05-21;29;2018-05-21;54;0,143103219822446;42,8355638001855;141;11,858704793944492
ed2067a9c1f79553088a3c67b99a9f97;food;51;49;2018-08-05;25;2018-07-30;54;0,143103219822446;42,97866702000794;142;11,942809083263246
afeeea6271148ee1bb15173b8187c431;telephony;46;37;2018-08-14;21;2018-08-13;53;0,1404531601961044;43,11912018020404;143;12,026913372582001
fbc1488c1a1e72ba175f53ab29a248e8;perfumery;51;43;2018-08-19;24;2018-08-13;53;0,1404531601961044;43,259573340400145;144;12,111017661900757
4520766ec412348b8d4caa5e8a18c464;auto;53;50;2018-08-15;32;2018-08-13;53;0,1404531601961044;43,40002650059625;145;12,195121951219512
2a5806f10d0f00e5ad032dd2e3c8806e;office_furniture;51;48;2018-07-22;33;2018-07-16;53;0,1404531601961044;43,54047966079235;146;12,279226240538268
431d674f9a4fbd0957ecf6ba3fcb6899;telephony;48;33;2018-07-14;15;2018-07-09;53;0,1404531601961044;43,68093282098845;147;12,363330529857022
e03102efbc2229024c89be731f0aedcb;stationery;38;36;2018-07-31;24;2018-07-30;52;0,1378031005697628;43,818735921558215;148;12,447434819175777
2ffdf10e724b958c0f7ea69e97d32f64;watches_gifts;52;47;2018-08-11;24;2018-08-06;52;0,1378031005697628;43,95653902212798;149;12,531539108494533
22c5ddc22ea8cae84fc9917def682dc6;perfumery;51;49;2018-06-07;33;2018-06-04;52;0,1378031005697628;44,09434212269774;150;12,615643397813288
9545d45c37449ccbc376de3a04c66e71;health_beauty;51;48;2018-07-31;34;2018-07-30;52;0,1378031005697628;44,2321452232675;151;12,699747687132042
c7fd13b5e515bffdab855d0812842edb;furniture_decor;30;28;2018-08-01;22;2018-07-30;52;0,1378031005697628;44,369948323837264;152;12,7838519764508
d2f5484cbffe4ca766301b21ab9246dd;computers_accessories;48;44;2018-08-19;30;2018-08-13;51;0,13515304094342123;44,505101364780685;153;12,867956265769553
ddceb6eef6af67e9fbbd4c148dbe5fd9;cool_stuff;50;43;2018-07-30;23;2018-07-30;51;0,13515304094342123;44,64025440572411;154;12,95206055508831
4413a608a42bd21bbf9d5abbd58c249a;cool_stuff;49;41;2018-05-13;21;2018-05-07;50;0,13250298131707963;44,77275738704119;155;13,036164844407065
a35a9f46dcee0a67c8c7ad8493eb4135;computers_accessories;49;44;2018-08-19;36;2018-08-13;50;0,13250298131707963;44,90526036835827;156;13,12026913372582
f264c1d9b20b5e4a340254d0405e613b;cool_stuff;50;46;2018-04-12;31;2018-04-09;50;0,13250298131707963;45,03776334967535;157;13,204373423044574
88dd63919fc9ab693803578a04a20209;computers_accessories;46;29;2018-04-11;10;2018-04-09;50;0,13250298131707963;45,17026633099243;158;13,288477712363331
5b226d7c52f86ac72457617f78cff95d;bed_bath_table;44;36;2018-08-13;23;2018-08-13;49;0,12985292169073803;45,300119252683174;159;13,372582001682085
130482add9fd75ccb6c57ba007694a2d;computers_accessories;47;46;2018-08-15;31;2018-08-13;49;0,12985292169073803;45,429972174373916;160;13,45668629100084
4b96786612ebe7463132fce2c4dca136;housewares;46;38;2018-08-05;27;2018-07-30;49;0,12985292169073803;45,55982509606466;161;13,540790580319594
72172e982e8b92155069e4201c92c0bb;sports_leisure;43;41;2018-04-03;29;2018-04-02;49;0,12985292169073803;45,6896780177554;162;13,624894869638352
7fab1a1472fdd934397068931f63f3ca;toys;48;39;2018-05-14;23;2018-05-14;48;0,12720286206439646;45,81688087981979;163;13,708999158957107
db5efde3ad0cc579b130d71c4b2db522;audio;48;41;2018-04-09;24;2018-04-09;48;0,12720286206439646;45,944083741884185;164;13,793103448275861
703d742887bb9267f89b675608ba7aa0;bed_bath_table;39;31;2018-08-19;15;2018-08-13;48;0,12720286206439646;46,07128660394858;165;13,877207737594619
11fd9d7ba552e1d28872e008acf1e050;cool_stuff;48;45;2018-08-14;38;2018-08-13;48;0,12720286206439646;46,19848946601297;166;13,961312026913372
c1f5307decb89342351bec53668cffd9;telephony;48;43;2018-07-26;25;2018-07-23;48;0,12720286206439646;46,325692328077366;167;14,045416316232128
f1fe595ee7ef768b41bd9b246d13432d;garden_tools;47;45;2018-04-08;20;2018-04-02;47;0,12455280243805486;46,45024513051542;168;14,129520605550884
4aa6014eceb682077f9dc4bffebc05b0;housewares;45;40;2018-06-30;26;2018-06-25;47;0,12455280243805486;46,57479793295347;169;14,213624894869639
8aa6223e400af9c97b07c75993142721;baby;46;45;2018-05-31;31;2018-05-28;47;0,12455280243805486;46,699350735391526;170;14,297729184188393
62d8daeee0db3a60c234c2d1bfd10651;bed_bath_table;39;35;2018-06-18;25;2018-06-18;46;0,12190274281171326;46,82125347820324;171;14,38183347350715
bb42f37fc3d9130e4a4339d24a47dd7c;bed_bath_table;43;38;2018-08-19;27;2018-08-13;46;0,12190274281171326;46,94315622101495;172;14,465937762825904
aa280035c50ba62c746480a59045eec4;toys;46;40;2018-05-09;25;2018-05-07;46;0,12190274281171326;47,065058963826665;173;14,55004205214466
cc971e0365873137b8bef2ebad633e6f;cool_stuff;46;42;2018-04-14;27;2018-04-09;46;0,12190274281171326;47,18696170663838;174;14,634146341463413
1bfb290d7273a442c874dbe74b4abae6;office_furniture;25;25;2018-08-07;20;2018-08-06;46;0,12190274281171326;47,30886444945009;175;14,71825063078217
8317b177579dd27ff068b83205e2169b;cool_stuff;45;37;2018-07-28;24;2018-07-23;46;0,12190274281171326;47,430767192261804;176;14,802354920100925
fe01b643060a6446e59f58e3021e66b3;perfumery;45;23;2018-06-13;12;2018-06-11;46;0,12190274281171326;47,55266993507352;177;14,88645920941968
7f72a8900b3d2fc8fa2635b7836d6e6e;toys;41;34;2018-08-15;22;2018-08-13;45;0,11925268318537167;47,67192261825889;178;14,970563498738434
8562e2c780a345b609e1b802d7e3e4ae;bed_bath_table;43;37;2018-08-10;21;2018-08-06;45;0,11925268318537167;47,79117530144426;179;15,054667788057191
